,creator,duration,id,labels,ladder,title,views
10,Killswitch Engage,284.0,EN1JPN9JBkE,"[0, 1, 13, 512, 1446]","[{'160 - 256x144 (144p)': 117.12}, {'133 - 426x240 (240p)': 251.577}, {'134 - 640x360 (360p)': 606.842}, {'135 - 854x480 (480p)': 1117.21}, {'136 - 1280x720 (720p)': 2228.018}, {'137 - 1920x1080 (1080p)': 4257.32}, {'264 - 1920x1080 (1080p)': 6477.124}]",Arms of Sorrow by Killswitch Engage Full Band FC #1598,2106.0
11,,186.0,LMuls7ORxtU,"[4, 13, 28, 33, 168]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 606.19}, {'135 - 640x480 (DASH video)': 1155.0}]",BANDA LA RUMBA sON DE KOrA EN SAN.SEBASTIAN TECOLOXTITLAN CARNAVAL 2012,1450.0
12,,227.0,6BGZwtVlUWM,"[0, 63, 167]","[{'160 - 256x144 (144p)': 112.052}, {'133 - 426x240 (240p)': 253.844}, {'134 - 640x360 (360p)': 566.475}, {'135 - 854x480 (480p)': 1109.871}, {'136 - 1280x720 (720p)': 2021.72}]",Como Ganar Monedas Fifa 15 Ultimate Team / Parte 5,1423.0
13,,282.0,-hn4SFyBs6g,"[3, 4, 13, 31, 40, 41, 47]","[{'160 - 192x144 (144p)': 124.878}, {'133 - 320x240 (240p)': 256.532}, {'134 - 480x360 (360p)': 605.519}]","Va, Pensiero | GIUSEPPE VERDI | Canto y Piano",4606.0
14,,300.0,-hnPFR-oGfc,"[26, 259, 1090]","[{'160 - 256x144 (144p)': 116.887}, {'133 - 426x240 (240p)': 270.481}, {'134 - 640x360 (360p)': 614.61}, {'135 - 854x480 (480p)': 1123.617}, {'136 - 1280x720 (720p)': 2242.667}, {'137 - 1920x1080 (1080p)': 4148.467}]",파워레인저 로봇군단 다이노포스 티라노킹과 고버스터즈 그리고 미라클 얼티밋 파워레인저 엔진포스까지,44866.0
15,,256.0,-jfex7AnO1U,[1639],"[{'160 - 192x144 (144p)': 135.304}, {'133 - 320x240 (240p)': 253.766}, {'134 - 480x360 (360p)': 393.974}, {'135 - 640x480 (480p)': 1017.019}]",Nematode escape from fungal traps,3334.0
16,,260.0,EzDCe_X0Bl8,"[0, 1, 35, 85, 1035]","[{'160 - 256x144 (144p)': 112.46}, {'133 - 426x240 (240p)': 248.385}, {'134 - 640x360 (360p)': 615.032}, {'135 - 854x480 (480p)': 1123.083}, {'136 - 1280x720 (720p)': 2246.12}]",GTA 5 Secret Vehicles: Get RARE Police Vehicles On GTA 5 Online & Possible Police Vehicles DLC,27556.0
17,,328.0,obnz_C5-dpA,"[15, 18, 59, 178]","[{'160 - 256x144 (144p)': 114.349}, {'133 - 426x240 (240p)': 248.284}, {'134 - 640x360 (360p)': 610.241}, {'135 - 854x480 (480p)': 1128.246}, {'136 - 1280x720 (720p)': 2256.58}]",Lion Fish Update & Axolotls.....,6309.0
18,,245.0,qyj6MsMI8Kc,"[31, 40, 47, 57, 117, 386]","[{'160 - 192x144 (144p)': 112.211}, {'133 - 320x240 (240p)': 246.193}, {'134 - 480x360 (360p)': 372.43}, {'135 - 640x480 (480p)': 862.584}]",Rihanna- Disturbia on Piano with SHEET MUSIC by Casey Thayer,178097.0
19,,136.0,qzAMByIgCKg,"[2, 30]","[{'160 - 192x144 (144p)': 110.633}, {'133 - 320x240 (240p)': 248.169}]",1980 kz750 cafe racer - first start,17402.0
20,,189.0,kHHr9LqnZYc,"[0, 1, 124, 387, 1084]","[{'160 - 256x144 (144p)': 112.102}, {'133 - 426x240 (240p)': 249.67}, {'134 - 640x360 (360p)': 608.687}, {'135 - 854x480 (480p)': 1119.513}, {'136 - 1280x720 (720p)': 2243.12}, {'298 - 1280x720 (720p60)': 3324.114}]",Fun Makes Us Irrational,2078.0
21,,250.0,kKVDGnIppvU,"[0, 5]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 603.715}, {'135 - 854x480 (DASH video)': 1155.0}]",【単発】ゆっくり実況(？)　フランvs文,1475.0
22,,125.0,kMYSl_pa99k,"[31, 40]","[{'160 - 256x144 (144p)': 115.671}, {'133 - 426x240 (240p)': 245.175}, {'134 - 640x360 (360p)': 499.096}, {'135 - 854x480 (480p)': 995.649}, {'136 - 1280x720 (720p)': 1772.542}, {'137 - 1920x1080 (1080p)': 2993.547}]",After the Gold Rush -- Neil Young -- Piano,5402.0
23,,137.0,kPd7b4bfiyw,"[2, 83, 1453]","[{'160 - 256x144 (144p)': 111.585}, {'133 - 426x240 (240p)': 245.605}, {'134 - 640x360 (360p)': 616.991}, {'135 - 854x480 (480p)': 1127.189}, {'136 - 1280x720 (720p)': 2253.521}, {'137 - 1920x1080 (1080p)': 4168.281}]",MANITOU M50.4 Turbo,10688.0
24,,121.0,-RQRJTd_ZpQ,"[17, 19, 659, 3480]","[{'160 - 192x144 (144p)': 112.452}, {'133 - 320x240 (240p)': 247.073}]",OMC ATV FLAT TRACK 11-22-2008,1492.0
25,,145.0,QsMQgHNigMM,"[6, 8, 100]","[{'160 - 256x144 (144p)': 114.576}, {'133 - 426x240 (240p)': 247.368}, {'134 - 640x360 (360p)': 495.234}, {'135 - 854x480 (480p)': 928.991}, {'136 - 1280x720 (720p)': 2034.599}]",Matt Ogus - NANBF Washington State Naturals 2011 - open men short 1st place,74264.0
26,,209.0,QsAKc8SS_ow,"[277, 388, 497, 1079]","[{'160 - 192x144 (144p)': 117.947}, {'133 - 320x240 (240p)': 255.22}]",ديكور ابو ملك.wmv,4978.0
27,,238.0,wkdGIOwYj0k,"[0, 1, 1564]","[{'160 - 256x144 (144p)': 114.513}, {'133 - 426x240 (240p)': 261.347}, {'134 - 640x360 (360p)': 606.44}, {'135 - 854x480 (480p)': 1108.508}, {'136 - 1280x720 (720p)': 2215.176}, {'137 - 1920x1080 (1080p)': 4161.121}]",Path of Pohx  Why Life Regeneration Is Important,3349.0
28,Pillar,191.0,wlvRCqXSGQw,"[0, 93, 102, 449]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 602.926}, {'135 - 640x480 (DASH video)': 1155.0}]",WoW 80 Arcane Mage PvP - Spammy,1929.0
29,Milica Pap,262.0,wmLv84o8iXk,"[31, 40, 47, 57, 117]","[{'160 - 192x144 (144p)': 113.685}, {'133 - 320x240 (240p)': 253.33}, {'135 - 640x480 (480p)': 734.26}, {'134 - 480x360 (360p)': 782.825}]",Mozart Sonata No. 8 A minor (K.310) 1st movt,30182.0
30,Kinderen Voor Kinderen,209.0,mKdesnSPfmg,"[3, 6]","[{'160 - 256x144 (144p)': 111.773}, {'133 - 426x240 (240p)': 247.015}, {'134 - 640x360 (360p)': 605.872}, {'135 - 854x480 (480p)': 1109.909}, {'136 - 1280x720 (720p)': 2214.64}, {'137 - 1920x1080 (1080p)': 4153.256}]",Kinderen voor Kinderen 26 - Stapelgek,4746.0
31,,334.0,mK2m3sjBmMU,"[0, 1, 69, 478, 1111]","[{'160 - 180x144 (144p)': 116.307}, {'133 - 300x240 (240p)': 248.44}, {'134 - 450x360 (360p)': 390.64}, {'135 - 600x480 (480p)': 878.147}]",MK: Deception - new Hara-Kiri glitch variation pt. 1,5571.0
32,Mrs Gladys Mills,188.0,mLW_d2dpDJM,[248],"[{'160 - 192x144 (144p)': 121.677}, {'134 - 480x360 (360p)': 260.361}, {'133 - 320x240 (240p)': 289.642}, {'135 - 640x480 (480p)': 567.537}]",WE LOVE KENT: Three East Kent Beaches. No.1,1835.0
33,,141.0,mQdpCbgixGE,"[0, 1, 16, 25]","[{'160 - 256x144 (144p)': 110.882}, {'133 - 426x240 (240p)': 248.506}, {'134 - 640x360 (360p)': 604.489}, {'135 - 854x480 (480p)': 1132.793}, {'136 - 1280x720 (720p)': 2209.412}, {'137 - 1920x1080 (1080p)': 4159.697}]",【無敵破壞王】Wreck-It Ralph｜中文預告,454614.0
34,Mushroomhead,318.0,JY1hcOhYkV0,"[0, 591]","[{'160 - 216x144 (144p)': 121.857}, {'133 - 360x240 (240p)': 265.299}, {'134 - 540x360 (360p)': 610.686}, {'135 - 720x480 (480p)': 1113.001}]",Fourth Conquer Online Guild War,6943.0
35,,184.0,FKSTkDsaGpQ,"[5, 301]","[{'160 - 192x144 (144p)': 115.446}, {'133 - 320x240 (240p)': 252.758}, {'134 - 480x360 (360p)': 608.75}, {'135 - 640x480 (480p)': 1116.044}, {'136 - 960x720 (720p)': 2244.044}]",【東方MMD】けーね先生の角にいろいろ刺してみた【キモけーね】,4379.0
36,,216.0,8BNF5POuCNg,"[0, 1, 1149]","[{'160 - 192x144 (144p)': 123.366}, {'133 - 320x240 (240p)': 249.672}]",Grand Finale Galaxy - 121st Star,3813.0
37,,153.0,8GPlhY7nI1s,"[2, 45, 51, 77, 298]","[{'160 - 192x144 (144p)': 111.279}, {'133 - 320x240 (240p)': 247.443}, {'134 - 480x360 (360p)': 562.467}, {'135 - 640x480 (480p)': 1106.049}]",20120430　近鉄電車レイアウト走行,1475.0
38,,153.0,jaNX8i81NSo,[25],"[{'160 - 256x144 (144p)': 111.655}, {'133 - 426x240 (240p)': 247.453}, {'134 - 640x360 (360p)': 482.709}, {'135 - 854x480 (480p)': 975.219}, {'136 - 1280x720 (720p)': 1904.794}]","The Purge: Anarchy Official Trailer #2 (2014) Frank Grillo, Horror HD",41890.0
39,Kelly Clarkson,232.0,jaozN8Kw0jg,"[5, 618]","[{'160 - 192x144 (144p)': 114.652}, {'133 - 320x240 (240p)': 259.576}, {'134 - 480x360 (360p)': 384.862}, {'135 - 640x480 (480p)': 985.156}]",inuyasha y ahome because of you,5322.0
40,,256.0,jcfpYxbjpI0,[2783],"[{'160 - 256x144 (144p)': 124.029}, {'134 - 640x360 (360p)': 248.696}, {'133 - 426x240 (240p)': 291.783}, {'135 - 854x480 (480p)': 563.483}, {'136 - 1280x720 (720p)': 1052.879}]",Ubuntu 11.10 - Apps installieren // Speicherleichen Screencast,1166.0
41,,148.0,jdQm3omDjSA,"[2, 44, 46, 107, 3492]","[{'160 - 256x144 (144p)': 111.953}, {'133 - 426x240 (240p)': 251.84}, {'134 - 640x360 (360p)': 518.742}, {'135 - 854x480 (480p)': 1107.054}, {'136 - 1280x720 (720p)': 2204.401}]",Voo TAM JJ 8010 GRU x AEP Buenos Aires - Speech,10766.0
42,Andalus Guitar Chill,305.0,zwjleQDi_IA,"[15, 18, 67, 140]","[{'160 - 192x144 (144p)': 117.244}, {'133 - 320x240 (240p)': 258.954}]",Nobleza Canina,2757.0
43,,275.0,bm0Oy4ETuxU,"[2, 7, 165, 172, 399, 923, 2233]","[{'160 - 216x144 (144p)': 116.421}, {'133 - 360x240 (240p)': 256.415}, {'134 - 540x360 (360p)': 612.008}, {'135 - 720x480 (480p)': 1111.502}]",1914 Ford Rust Rod,6422.0
44,,444.0,brn-4r7GytU,"[4, 9, 10, 37]","[{'160 - 192x144 (144p)': 112.534}, {'133 - 320x240 (240p)': 247.419}, {'134 - 480x360 (360p)': 380.477}, {'135 - 640x480 (480p)': 999.833}]",Orion (Metallica Guitar Cover),25045.0
45,,408.0,WXz2QLNut7I,[816],"[{'160 - 216x144 (144p)': 113.892}, {'133 - 360x240 (240p)': 256.131}, {'134 - 540x360 (360p)': 330.314}, {'135 - 720x480 (480p)': 595.751}]",Bible Japanese Series Proverbs 12:1,1343.0
46,,374.0,We_utqyP_p4,"[0, 1, 35, 309, 1318]","[{'160 - 194x144 (144p)': 111.462}, {'133 - 324x240 (240p)': 251.743}, {'134 - 486x360 (360p)': 604.823}, {'135 - 648x480 (480p)': 1106.097}]",Zelda Twilight Princess - To Kakariko - Part 1 | WikiGameGuides,46748.0
47,Johann Sebastian Bach,150.0,SA1w7bSELrs,"[0, 52, 70]","[{'160 - 244x144 (144p)': 110.177}, {'133 - 406x240 (240p)': 253.977}, {'134 - 608x360 (360p)': 346.467}, {'135 - 810x480 (480p)': 766.304}]",Simple Basketball Training / All Levels,1649.0
48,,399.0,SB_NbDqu_ZA,"[3, 28]","[{'160 - 192x144 (144p)': 114.95}, {'133 - 320x240 (240p)': 249.902}]","Los Fabulosos Cadillacs -Siguiendo La Luna - Abril 05, 2009 - Hammerstein New York",2810.0
49,NOJO,223.0,tI05NbUVZto,"[18, 87, 2132]","[{'160 - 256x144 (144p)': 112.244}, {'133 - 426x240 (240p)': 247.557}, {'134 - 640x360 (360p)': 607.494}, {'135 - 854x480 (480p)': 1127.789}]",Autos y carruajes antiguos invadieron la plaza Pringles en el aniversario de San Luis,10310.0
50,Mumford & Sons,180.0,nTH6JGX_l4A,"[9, 10, 34, 550]","[{'160 - 256x144 (144p)': 115.681}, {'133 - 426x240 (240p)': 246.387}, {'134 - 640x360 (360p)': 604.889}, {'135 - 854x480 (480p)': 1104.282}, {'136 - 1280x720 (720p)': 2205.182}, {'137 - 1920x1080 (1080p)': 4142.695}]","Mumford and Sons ""Not With Haste"" Banjo Lesson (With Tab)",8919.0
51,Sevyn Streeter,300.0,nT5XfY2qCik,"[2, 7, 17, 128, 174, 1053, 1219, 1324]","[{'160 - 256x144 (144p)': 111.178}, {'133 - 426x240 (240p)': 246.709}, {'134 - 640x360 (360p)': 471.481}, {'135 - 854x480 (480p)': 931.987}, {'136 - 1280x720 (720p)': 1779.566}]",Drift Of Turkey Ankara İvedik Organize  Bmw E30 E36 Tofaş Şahin Doğan,61689.0
52,,317.0,lvcNAsZt4_s,"[3, 4, 6, 10]","[{'160 - 256x144 (144p)': 111.849}, {'133 - 426x240 (240p)': 251.408}, {'134 - 640x360 (360p)': 387.8}, {'135 - 854x480 (480p)': 761.13}, {'136 - 1280x720 (720p)': 1455.015}, {'137 - 1920x1080 (1080p)': 3280.58}]",Rise Against LIVE Hero Of War - Frankfurt 16.11.2014 FullHD,1643.0
53,,224.0,YtdulyAOxRA,[14],"[{'160 - 256x144 (144p)': 117.34}, {'133 - 426x240 (240p)': 249.88}, {'134 - 640x360 (360p)': 604.191}, {'135 - 854x480 (480p)': 1106.111}, {'136 - 1280x720 (720p)': 2206.471}, {'137 - 1920x1080 (1080p)': 4130.755}]",Rizzle Dollah - I Work For This,2380.0
54,,432.0,YvF6w1gYDFE,"[3, 6]","[{'160 - 256x144 (144p)': 115.441}, {'133 - 426x240 (240p)': 259.92}, {'134 - 640x360 (360p)': 1378.389}, {'135 - 854x480 (480p)': 2460.943}, {'136 - 1280x720 (720p)': 2872.849}, {'137 - 1920x1080 (1080p)': 4191.438}]",Team Thu Minh taïi new phuong dong club,11532.0
55,,284.0,YxlREb4fF6Q,"[6, 159]","[{'160 - 192x144 (144p)': 114.165}, {'133 - 320x240 (240p)': 249.404}]",UP AME Gakuensai Cosplay: Final Fantasy All-Stars,1508.0
56,,337.0,YyHeGFu7imU,"[3, 4, 10, 13, 54, 97]","[{'160 - 192x144 (144p)': 119.027}, {'133 - 320x240 (240p)': 249.553}]","Grieg Holberg Suite for String Orchestra Op 40- Air, Virtuoso Violin Festival 2009",3414.0
57,,218.0,YzuX-wXgv7o,"[3, 4]","[{'160 - 192x144 (144p)': 110.612}, {'133 - 320x240 (240p)': 246.645}, {'134 - 480x360 (360p)': 602.418}, {'135 - 640x480 (480p)': 1103.31}]",Ana Bekuta - Imam jedan zivot - (LIVE) - (Novi Sad 2012),690134.0
58,,147.0,Z-ovMXCPt2A,[246],"[{'160 - 192x144 (144p)': 112.788}, {'133 - 320x240 (240p)': 249.636}, {'134 - 480x360 (360p)': 619.224}, {'135 - 640x480 (480p)': 1123.933}]","Pruebas iks tocomsat despues del apagon de canales en chile,  chileupl@gmail.com",5640.0
59,Skrillex,231.0,lPnc3RI4j6U,"[0, 1, 241]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 609.081}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",Dark-Fusion 2 Vorstellung [HD],1338.0
60,,301.0,Xgtx7IU6aL4,"[0, 1, 63, 450, 1924]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 299.868}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",Madden Ultimate Team 13 - Episode 70 - Ultimate Team Roundtable,1612.0
61,,242.0,-_KcEQKj7L4,"[17, 19, 448, 659]","[{'160 - 256x144 (144p)': 118.613}, {'133 - 426x240 (240p)': 250.899}, {'134 - 640x360 (360p)': 631.518}]",World of Outlaws Late Models - VMS - 2008 - Heat 4,2394.0
62,,152.0,qOLGtwcThUg,"[16, 194]","[{'160 - 216x144 (144p)': 122.22}, {'133 - 360x240 (240p)': 284.387}]",Sophie's Nightmare Stop Motion,12088.0
63,,275.0,qRHg2nM7CG0,"[0, 12]","[{'160 - 192x144 (144p)': 114.717}, {'133 - 320x240 (240p)': 246.699}, {'134 - 480x360 (360p)': 602.648}, {'135 - 640x480 (480p)': 1103.106}]",Ronaldo  الظاهرة رونالدو,2238.0
64,,242.0,q-KaHUVA0Ts,"[2, 17, 83, 778]","[{'160 - 192x144 (144p)': 112.693}, {'133 - 320x240 (240p)': 246.663}, {'134 - 480x360 (360p)': 610.277}, {'135 - 640x480 (480p)': 1121.072}]",Zetor 25 K  vs. Zetor 25 A  Bohousová 2013,35385.0
65,,171.0,q-YXWWOSZUc,"[3, 4, 6]","[{'160 - 256x144 (144p)': 110.352}, {'133 - 426x240 (240p)': 246.259}, {'134 - 640x360 (360p)': 606.798}, {'135 - 854x480 (480p)': 1110.038}, {'136 - 1280x720 (720p)': 2206.379}, {'137 - 1920x1080 (1080p)': 4119.148}]",Dreddy Lea - Zona Ganjah - Cuernavaca Mexico 2013,1931.0
66,Within Temptation,308.0,eJwsZEIVodM,"[14, 282, 1338, 1362]","[{'160 - 256x144 (144p)': 112.383}, {'133 - 426x240 (240p)': 255.056}, {'134 - 640x360 (360p)': 529.635}, {'135 - 854x480 (480p)': 1052.561}, {'136 - 1280x720 (720p)': 2203.661}]",Jane Doe - Hermione/Draco,5662.0
67,,271.0,eLMwBtBI57U,"[2, 45, 51, 56, 77, 137, 298, 1952]","[{'160 - 180x144 (144p)': 113.244}, {'133 - 300x240 (240p)': 251.826}, {'134 - 450x360 (360p)': 605.142}, {'135 - 600x480 (480p)': 1123.011}]",Modellbahn-Neuheiten (82) Märklin 37674 Diesellok Serie 55 der SNCB/NMBS,8699.0
68,,398.0,eMQQCo6ZiVM,"[2, 44, 46, 109, 114, 145, 155]","[{'160 - 192x144 (144p)': 113.169}, {'133 - 320x240 (240p)': 250.025}]",JFK Airport Final Aproach Landing,1256.0
69,,244.0,WS0QckXqm9s,"[4, 6, 10, 14]","[{'160 - 256x144 (144p)': 112.789}, {'133 - 426x240 (240p)': 247.635}, {'134 - 640x360 (360p)': 611.927}, {'135 - 854x480 (480p)': 1121.099}, {'136 - 1280x720 (720p)': 2232.414}]",The Freefall - 'Invincible' Official Music Video,13339.0
70,,235.0,luaOT6-SvB4,"[4, 9, 14]","[{'160 - 256x144 (144p)': 110.999}, {'133 - 426x240 (240p)': 251.157}, {'134 - 640x360 (360p)': 606.781}, {'135 - 854x480 (480p)': 1111.695}, {'136 - 1280x720 (720p)': 2216.103}, {'137 - 1920x1080 (1080p)': 4311.148}]",Magic Trik - Stray Dog (Official Music Video),2602.0
71,,298.0,uGL48fkL4O4,"[18, 43, 59, 60, 101, 286]","[{'160 - 256x144 (144p)': 111.469}, {'133 - 426x240 (240p)': 246.037}, {'134 - 640x360 (360p)': 612.511}, {'135 - 854x480 (480p)': 1126.056}]",PikeLords Zalt snack!,11737.0
72,BBX,315.0,OQSKUzEvnr4,"[11, 83, 720, 751]","[{'160 - 256x144 (144p)': 118.475}, {'133 - 426x240 (240p)': 250.734}, {'134 - 640x360 (360p)': 616.97}, {'135 - 854x480 (480p)': 1127.318}]","Podsumowanie kukurydzy 2013!!!Silage 2013(Valtra A85 ,Weidemann T4512,John Deere 6530)",1854.0
73,The Life  Family,334.0,cpsFiCBLeyM,"[18, 59, 238, 274, 366, 474]","[{'160 - 256x144 (144p)': 111.647}, {'133 - 426x240 (240p)': 246.811}, {'134 - 640x360 (360p)': 637.821}, {'135 - 854x480 (480p)': 1187.82}, {'136 - 1280x720 (720p)': 2377.52}]",Helmet Diving in Cozumel,1903.0
74,,457.0,crqe8q81kA8,"[2, 44, 46, 64, 113, 119, 155]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 548.248}, {'135 - 640x480 (DASH video)': 1155.0}]",טיסנים בערד,8183.0
75,Down By Law,218.0,ctlVx8R3cTI,"[0, 1, 856]","[{'160 - 192x144 (144p)': 116.069}, {'133 - 320x240 (240p)': 256.495}]","Taklamakan, hybrid int lv 67",1359.0
76,,411.0,cu4jgltd71c,[3],"[{'134 - 640x360 (360p)': 641.333}, {'137 - 1920x1080 (1080p)': 4455.929}]","KAMELOT - Rule the World / Ghost Opera HD - Live at Sentrum Scene,Oslo, 24.11.12.",6671.0
77,,446.0,cuAToTpEf14,"[66, 148, 253, 271]","[{'160 - 82x144 (144p)': 114.936}, {'133 - 136x240 (144p)': 247.632}, {'134 - 202x360 (240p)': 280.485}, {'135 - 270x480 (240p)': 682.135}, {'136 - 406x720 (360p)': 1443.636}, {'137 - 608x1080 (480p)': 2706.591}, {'264 - 810x1440 (720p)': 5907.035}]",Jordan 13 and Jordan 11 Bred Retro 2012/2013 Release,3099.0
78,,190.0,_3PGCEiOKho,"[0, 1, 157, 481]","[{'160 - 256x144 (144p)': 119.167}, {'133 - 426x240 (240p)': 247.512}, {'134 - 640x360 (360p)': 608.631}, {'135 - 854x480 (480p)': 1115.802}, {'136 - 1280x720 (720p)': 2228.841}]",Halo Reach Pro Gameplay: (50 - 0) Snip3down - MLG Sanctuary Slayer,20990.0
79,,412.0,_4a9_CYaS40,"[0, 1, 27]","[{'160 - 256x132 (144p)': 118.259}, {'133 - 426x220 (240p)': 259.785}, {'134 - 640x332 (360p)': 607.235}, {'135 - 854x442 (480p)': 1118.464}, {'136 - 1280x662 (720p)': 2221.432}]",como fazer bugs legais no minecraft 1.5.2,6105.0
80,,224.0,_4djzb_cQH4,"[2, 45, 51, 56, 77, 137, 456]","[{'160 - 192x144 (144p)': 84.188}, {'133 - 320x240 (240p)': 184.709}, {'134 - 480x360 (360p)': 476.723}, {'135 - 640x480 (480p)': 891.757}]",Air Products High & Wide,2090.0
81,,190.0,_5RS3ntDkJU,"[0, 12]","[{'160 - 256x144 (144p)': 111.877}, {'133 - 426x240 (240p)': 219.491}, {'134 - 640x360 (360p)': 575.704}, {'135 - 854x480 (480p)': 1143.277}, {'136 - 1280x720 (720p)': 2079.135}, {'137 - 1920x1080 (1080p)': 3740.027}]",Wighton's classy penalty inspires Scottish victory // Scotland U17 2-0 Bosnia-Herzegovina,11426.0
82,,377.0,K75lSdrOFHU,"[50, 66]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 497.972}, {'135 - 854x480 (DASH video)': 1155.0}]",Gloss + Dirt Blog: How to Get Housewives Hair!,1766.0
83,,417.0,K91muHg2Uc8,"[0, 1, 63, 167]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 603.598}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",FIFA 14 Ultimate Team Pack Opening | MOTM & IF PULL!,6347.0
84,,377.0,K9BFjOEyAgM,"[11, 22]","[{'160 - 256x144 (144p)': 113.624}, {'133 - 426x240 (240p)': 248.691}, {'134 - 640x360 (360p)': 622.049}, {'135 - 854x480 (480p)': 1116.129}, {'136 - 1280x720 (720p)': 2213.632}]",ขั้นตอนการทำไตปลาแห้ง แม่อรกระบี่ ตอนที่ 3 (โดยคุณเอมอร ตันติพิศาลกุล),5947.0
85,Sia,188.0,KAfn45P5-eE,"[0, 12, 312]","[{'160 - 192x144 (144p)': 110.759}, {'133 - 320x240 (240p)': 248.194}]",video stade 2,426525.0
